description,label_history,label_food,label_adventure,label_culture,label_nature,label_relaxation,label_shopping,label_nightlife,label_family,label_local_experience,label_luxury,label_budget_conscious,label_accessibility,label_early_riser,label_night_owl,label_off_beaten_path,label_instagram_worthy,label_needs_breaks,label_sustainable,label_vegetarian,label_group_activities
"I love exploring vibrant nightlife scenes, but I also crave the tranquility of nature;  I'm always up for a guided hike or a cooking class –  I really enjoy learning about different cultures through their food and activities with others, especially if it's easy to get around.",0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
"I love exploring new places, especially at night – hitting up vibrant clubs and trying the local cuisine, ideally with a fun group of people.  Give me a five-star hotel and a packed itinerary of exciting activities, and I'm in heaven!",0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1
"I love exploring ancient ruins and cobblestone streets, but I also really appreciate a vibrant nightlife scene with great cocktails and stunning rooftop bars – ideally somewhere with that Instagram-worthy wow factor, you know?  Honestly, I like to treat myself to a little luxury while I'm traveling.

I'm all about soaking up history, but I need a good mix of that with some seriously fun, stylish nights out.  Think gorgeous hotels and unforgettable experiences – the kind you just have to share on Instagram!",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"I love exploring nature, especially when I can find delicious, locally-sourced food, and I'm definitely a night owl – the best nightlife often happens after midnight!  I also try to travel sustainably, minimizing my impact wherever I go.

I'm all about vibrant city life after dark, but I also crave quiet time in stunning natural settings;  good food is a must, and I prioritize eco-friendly choices when I travel.",0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
"I love exploring local markets and trying the freshest food, but I also need downtime to relax by the beach or pool – my family and I are night owls, so we often stay up late stargazing after a day of hiking in stunning nature.",0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"I love exploring hidden gems and getting off the beaten path, immersing myself in local cultures and trying amazing street food along the way;  give me thrilling adventures and group hikes any day!

I'm all about vibrant cultures, stunning natural landscapes, and delicious food – preferably discovered while on an exciting group adventure far from the usual tourist traps.


Foodie experiences alongside breathtaking nature are my absolute favorite, especially when I can share them with a group of like-minded people venturing beyond the well-trodden trails.",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"I love exploring different cultures, but I also need downtime to recharge –  a good balance of bustling markets and quiet nature walks is ideal for me.  Evenings are for soaking up the local nightlife, but  everything needs to be easily accessible, as I get tired easily.

I'm all about immersing myself in local culture and experiencing stunning natural landscapes,  plus I really appreciate a vibrant nightlife scene.  However, I need to plan for regular breaks throughout the day to avoid getting overwhelmed, and accessible transport is a must.

Give me vibrant city life with its amazing nightlife and cultural experiences, but also easy access to peaceful nature spots where I can relax and recoup;  I find that balance essential for a truly enjoyable trip.",0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"I love exploring ancient ruins and hidden villages, getting completely lost in the local culture; give me a challenging hike at sunset any day, then a late-night conversation with locals over strong coffee.  I'm far more interested in finding those secret spots away from the crowds.

I thrive on adventure, soaking up history and nature’s beauty—preferably somewhere off the tourist trail, and I'm definitely more of a night owl, so I'm up for anything after dark.",1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"I love immersing myself in local cultures, starting my day bright and early to soak it all in before the crowds arrive, and relaxing with my family in the evenings after a day of exploring.  I'm a vegetarian, so finding delicious plant-based options is a must, and I much prefer authentic, off-the-beaten-path experiences.",0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
"I love finding those amazing, Instagram-worthy spots, but I also need some downtime to relax by the pool – especially when traveling with the kids!  Evenings are for exploring the vibrant nightlife and maybe a little luxury shopping spree.",0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0
"I love getting off the tourist trail and discovering hidden gems in nature;  I'm all about immersing myself in the local culture and finding those quiet moments of relaxation.

I crave authentic experiences,  exploring less-visited spots with stunning natural landscapes and connecting with the people who live there, all while making sure I have plenty of time to unwind.

For me, a perfect trip involves breathtaking scenery, a chance to learn about a place’s unique traditions, and the freedom to simply breathe and relax away from the crowds.",0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"I'm a total night owl, so I love exploring cities after dark – hitting up the best restaurants and soaking in the atmosphere.  I'm a vegetarian, but that doesn't stop me from seeking out amazing, unique food experiences wherever I go, and I always try to find historical sites to visit during the day, but I'm not afraid of a little adventure to get there!",1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"I love exploring historical sites, especially if they're surrounded by stunning natural landscapes – give me ancient ruins nestled in a jungle any day!  I'm much more of a night owl, so I prefer to explore after the crowds have gone home, and I always try to find accessible options so I can experience everything. Most importantly, I want to connect with the local culture and people, not just see the sights.",1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0
"I love finding hidden gems and unique experiences,  grabbing a bite at local spots, and then hitting up a lively bar scene with friends – all without breaking the bank.  Shopping for souvenirs and relaxing on the beach are also essential parts of my trips.",0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1
"I love exploring vibrant nightlife scenes, but I also really appreciate a luxurious, eco-friendly hotel; good food and drink are essential, of course.

I'm all about delicious food and a lively atmosphere at night,  preferably in places committed to sustainability and offering a touch of upscale elegance.

Give me amazing food, a buzzing nightlife, and a stay that's both indulgent and mindful of the environment – that's my idea of a perfect trip.",0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
"I love exploring historical sites and soaking up the local culture, but I also really enjoy finding unique souvenirs –  I'm always up before dawn to get the best deals at the markets!

I'm an early bird who's fascinated by history and loves a good bargain; wandering through ancient ruins and bustling markets is my idea of a perfect day.

History and culture are huge draws for me, and I always try to find the best value for my money – you'll find me browsing the shops before most people are even awake!",1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
"I love exploring hidden gems and getting completely immersed in a place's culture, trying all the local foods and shopping for unique souvenirs in bustling markets –  preferably with a fun group of people to share the experience with!  I'm always up for an adventure, even if it means straying from the usual tourist trail.",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"I love exploring hidden gems and local markets, experiencing the culture firsthand with my family, and then ending the day with some delicious street food and maybe a little live music.  We're always up for a guided tour or joining a cooking class – something to get us immersed in the local scene.",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
"I love exploring places steeped in history, getting off the usual tourist trail to discover the real heart of a culture – I'm far more interested in chatting with locals in a tiny village than visiting another famous monument.

I'm all about immersing myself in the local culture; give me hidden historical gems and unusual experiences over well-trodden paths any day.  

For me, travel is about uncovering hidden histories and getting a true feel for a place, far from the crowds.  I prefer stumbling upon forgotten temples to ticking off famous sights.",1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"I love exploring hidden waterfalls and hiking challenging trails, but I also adore browsing quirky boutiques and finding those perfect Instagram-worthy shots of my adventures.  It's important to me that everything is easily accessible, so I can fully enjoy every moment.

I'm all about breathtaking scenery and unique shopping experiences; give me a place with stunning nature and charming, easily accessible markets, and I'm in heaven!  I need those picture-perfect moments for the 'gram, too, of course!",0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
